path,true_label,prob_model_A,prob_model_B,pred_A,pred_B
..\TB_Chest_Radiography_Database\Normal\Normal-1389.png,Normal,1.8065755284624174e-05,0.0066463323,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-139.png,Normal,2.625720981086488e-06,0.0011446299,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1390.png,Normal,9.81813900580164e-06,0.0066602374,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1391.png,Normal,2.494120053597726e-05,0.09218544,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1392.png,Normal,2.556146228016587e-06,0.014269824,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1393.png,Normal,0.00011192077363375574,0.35113323,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1394.png,Normal,4.377900768304244e-05,0.47005698,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1395.png,Normal,2.5076760721276514e-06,0.0008720225,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1396.png,Normal,5.39138782187365e-05,0.0074003553,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1397.png,Normal,1.4802098121435847e-05,0.0006188382,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1398.png,Normal,1.1117302847196697e-06,0.591506,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1399.png,Normal,0.00011234763951506466,0.0092399055,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-14.png,Normal,4.286795501684537e-06,0.9886701,Normal,Tuberculosis
..\TB_Chest_Radiography_Database\Normal\Normal-140.png,Normal,1.4071638361201622e-05,0.020190608,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1400.png,Normal,0.00012507420615293086,0.00016296294,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1401.png,Normal,0.00012125468492740765,0.17102985,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1402.png,Normal,2.9966845431772526e-06,0.015040604,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1403.png,Normal,0.0001873947912827134,0.84435886,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1404.png,Normal,1.2454063835320994e-05,0.0060497513,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1405.png,Normal,0.0002392948663327843,0.7657453,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1406.png,Normal,2.606171074148733e-05,0.001136181,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1407.png,Normal,1.451637899663183e-06,0.002776807,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1408.png,Normal,1.7216575542988721e-06,0.81837547,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1409.png,Normal,0.00014670367818325758,0.30588973,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-141.png,Normal,1.3773553291684948e-05,0.024366593,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1410.png,Normal,8.970727503765374e-05,0.006935614,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1411.png,Normal,4.27664490416646e-05,0.031069333,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1412.png,Normal,4.416862066136673e-05,0.02048521,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1413.png,Normal,1.6855981812113896e-05,0.48891538,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1414.png,Normal,2.28861317737028e-05,0.041076504,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1415.png,Normal,6.881847184558865e-06,0.51864415,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1416.png,Normal,0.00012152749695815146,0.016550118,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1417.png,Normal,5.0907497097796295e-06,0.00090413156,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1418.png,Normal,3.849028144031763e-05,0.32409942,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1419.png,Normal,4.787029683939181e-05,0.0019820577,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-142.png,Normal,1.2103015251341276e-05,0.31548834,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1420.png,Normal,0.00015726586570963264,0.0053136605,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1421.png,Normal,2.8569183996296488e-06,0.5478474,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1422.png,Normal,4.026294482173398e-05,0.0053320727,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1423.png,Normal,0.000320761144394055,0.040107027,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1424.png,Normal,2.7907040930585936e-05,0.26686656,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1425.png,Normal,6.896799277456012e-06,0.032727145,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1426.png,Normal,5.865748335054377e-06,0.00018198302,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1427.png,Normal,2.7960895749856718e-05,0.28462917,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1428.png,Normal,8.033335325308144e-05,0.00023197982,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1429.png,Normal,0.00013682531425729394,0.6235791,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-143.png,Normal,1.2640643944905605e-06,0.00022219885,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1430.png,Normal,0.0010545680997893214,8.3014565e-05,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1431.png,Normal,2.6291918402421288e-05,0.023921456,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1432.png,Normal,1.6672278206897317e-06,0.0009682467,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1433.png,Normal,2.9322239925022586e-07,0.09596122,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1434.png,Normal,7.588736480101943e-06,0.014107041,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1435.png,Normal,6.785994628444314e-06,0.293975,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1436.png,Normal,8.510822954121977e-05,0.0023504205,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1437.png,Normal,1.28152123579639e-06,0.14078261,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1438.png,Normal,3.918322022400389e-07,0.010051337,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1439.png,Normal,0.00024359041708521545,0.0004588623,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-144.png,Normal,2.8592871785804164e-06,0.014159989,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1440.png,Normal,5.451172910397872e-05,0.48789722,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1441.png,Normal,3.800197009695694e-05,0.4708408,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1442.png,Normal,1.1834703173008165e-06,0.083930105,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1443.png,Normal,0.0015211892314255238,0.60625356,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1444.png,Normal,1.1315214578644373e-05,0.6888562,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1445.png,Normal,1.8986105715157464e-05,0.004857439,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1446.png,Normal,9.557188604958355e-06,0.027646612,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1447.png,Normal,7.968695717863739e-05,0.0062565743,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1448.png,Normal,7.931690561235882e-06,0.1121977,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1449.png,Normal,0.0012282701209187508,0.00073724636,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-145.png,Normal,7.6319083746057e-06,0.20695484,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1450.png,Normal,1.6565076293773018e-05,0.443286,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1451.png,Normal,2.4763851342868293e-06,0.15957682,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1452.png,Normal,0.00031989533454179764,0.0015513427,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1453.png,Normal,0.0010366635397076607,0.003989549,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1454.png,Normal,3.5160146580892615e-06,0.031489305,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1455.png,Normal,5.5853393860161304e-05,0.00081630144,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1456.png,Normal,1.845789256549324e-06,0.500193,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1457.png,Normal,1.2800021067960188e-05,0.039554596,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1458.png,Normal,4.810564132640138e-05,0.06745039,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1459.png,Normal,3.6512255974230357e-06,0.0124494815,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-146.png,Normal,2.3059648810885847e-05,0.0005865561,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1460.png,Normal,1.384120196235017e-06,0.10531471,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1461.png,Normal,4.31935632150271e-06,0.9885379,Normal,Tuberculosis
..\TB_Chest_Radiography_Database\Normal\Normal-1462.png,Normal,1.0742337508418132e-06,0.1038578,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1463.png,Normal,5.397350832936354e-06,0.014017977,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1464.png,Normal,0.000605439068749547,0.0026451945,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1465.png,Normal,0.0002393082540947944,0.18200022,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1466.png,Normal,7.37858354113996e-05,0.00018945879,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1467.png,Normal,3.34326432493981e-05,0.026579432,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1468.png,Normal,2.2839554731035605e-05,0.0012494567,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1469.png,Normal,7.40604900784092e-06,0.007966324,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-147.png,Normal,8.561242430005223e-05,0.5021055,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1470.png,Normal,0.0006993520655669272,0.16943151,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1471.png,Normal,1.537137450213777e-06,3.8724887e-05,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1472.png,Normal,5.5060947488527745e-05,0.010845472,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1473.png,Normal,7.296731928363442e-05,0.0040112166,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1474.png,Normal,4.161036486038938e-05,0.001981351,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1475.png,Normal,0.00013859092723578215,0.40912345,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1476.png,Normal,3.800812237386708e-06,0.008638035,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1477.png,Normal,7.234312306536594e-06,0.70221794,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1478.png,Normal,9.978106390917674e-05,4.8391707e-05,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1479.png,Normal,1.4231412023946177e-05,0.45577368,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-148.png,Normal,5.929184681008337e-06,9.32105e-05,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1480.png,Normal,3.1229337764671072e-06,0.037109982,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1481.png,Normal,3.095106876571663e-05,0.030989299,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1482.png,Normal,4.7992984946176875e-06,0.24766096,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1483.png,Normal,3.5949021821579663e-06,0.043231066,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1484.png,Normal,3.316347729764857e-08,0.9873831,Normal,Tuberculosis
..\TB_Chest_Radiography_Database\Normal\Normal-1485.png,Normal,4.411137069837423e-06,0.9404277,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1486.png,Normal,1.5752566469018348e-06,0.019901078,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1487.png,Normal,1.0287510576745262e-06,0.45744982,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1488.png,Normal,2.5039316824404523e-05,0.0009196954,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1489.png,Normal,2.4629414838273078e-05,0.00570783,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-149.png,Normal,4.620078470907174e-05,0.26717067,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1490.png,Normal,2.3657721612835303e-05,0.37554532,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1491.png,Normal,1.9295313791189983e-07,0.047510963,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1492.png,Normal,1.1479951353976503e-05,0.18391284,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1493.png,Normal,0.0010682754218578339,4.507881e-05,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1494.png,Normal,7.791338703100337e-07,0.036207233,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1495.png,Normal,1.3339988072402775e-05,0.29968423,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1496.png,Normal,8.011466707102954e-05,0.008832339,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1497.png,Normal,3.185533387295436e-06,0.119443506,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1498.png,Normal,1.3875969671062194e-05,0.008954603,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1499.png,Normal,0.0008367357077077031,0.00014650123,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-15.png,Normal,4.427362000569701e-06,0.38946944,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-150.png,Normal,6.290841156442184e-06,0.0009327184,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1500.png,Normal,5.8017300034407526e-05,7.03539e-05,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1501.png,Normal,0.00019837742729578167,0.0030780812,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1502.png,Normal,7.312018169614021e-06,0.17578675,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1503.png,Normal,0.03219698369503021,0.99984777,Normal,Tuberculosis
..\TB_Chest_Radiography_Database\Normal\Normal-1504.png,Normal,2.276618397445418e-05,0.0095473435,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1505.png,Normal,2.7657471946440637e-05,0.00027519075,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1506.png,Normal,2.8881613616249524e-06,0.0059124827,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1507.png,Normal,5.546656211663503e-06,0.9278073,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1508.png,Normal,7.226931302284356e-07,0.36072966,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1509.png,Normal,2.141161894542165e-05,0.0008303466,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-151.png,Normal,0.00016554401372559369,0.0052705416,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1510.png,Normal,0.0010766074992716312,0.0017086812,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1511.png,Normal,1.1927556442969944e-05,0.05331487,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1512.png,Normal,4.9746093282010406e-05,0.0058179908,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1513.png,Normal,0.0003323119890410453,0.015446112,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1514.png,Normal,2.7386067813495174e-06,0.69715255,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1515.png,Normal,3.0716225865035085e-06,0.8966988,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1516.png,Normal,0.0001375910360366106,0.36762524,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1517.png,Normal,4.910169081995264e-05,0.40119398,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1518.png,Normal,1.938559944392182e-05,0.009027361,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1519.png,Normal,1.9544712870356307e-07,0.3474257,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-152.png,Normal,2.8234230740054045e-06,0.494582,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1520.png,Normal,1.3909858353144955e-05,0.00036229735,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1521.png,Normal,0.00023831927683204412,0.0137979835,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1522.png,Normal,0.00017332940478809178,0.0021288958,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1523.png,Normal,1.84496384463273e-05,0.19924103,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1524.png,Normal,1.5116174836293794e-05,0.05178967,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1525.png,Normal,3.595885937102139e-05,0.07042051,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1526.png,Normal,5.7295117585454136e-05,0.0018766348,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1527.png,Normal,0.00010604213457554579,0.5444412,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1528.png,Normal,2.6078892005898524e-06,0.30037752,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1529.png,Normal,4.891835123999044e-05,0.36504388,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-153.png,Normal,1.6552234001210309e-06,0.04219722,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1530.png,Normal,0.005180039443075657,0.004966478,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1531.png,Normal,4.545991032500751e-05,0.03196781,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1532.png,Normal,1.0147917237190995e-05,0.082192354,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1533.png,Normal,8.113282206068106e-07,0.0012483782,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1534.png,Normal,0.0005516569362953305,0.00080870464,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1535.png,Normal,1.943815004779026e-05,0.021637252,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1536.png,Normal,3.17698118124099e-06,0.48219234,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1537.png,Normal,8.397604688070714e-05,0.14503855,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1538.png,Normal,3.912063220923301e-06,0.07631402,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1539.png,Normal,2.5596978048270103e-06,0.27833518,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-154.png,Normal,1.3419191873254022e-06,0.6868401,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1540.png,Normal,3.0147150027914904e-05,0.01125531,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1541.png,Normal,5.940747087151976e-06,0.022988763,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1542.png,Normal,0.00019827279902528971,0.075331114,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1543.png,Normal,1.6135092664626427e-05,0.5034441,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1544.png,Normal,9.15233886189526e-06,0.29986823,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1545.png,Normal,7.686857316002715e-06,0.5034203,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1546.png,Normal,1.2562924212033977e-06,0.27877554,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1547.png,Normal,3.194298187736422e-05,0.49244887,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1548.png,Normal,7.984875082911458e-06,0.5554181,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1549.png,Normal,2.5864339477266185e-05,0.00081150775,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-155.png,Normal,1.3533374840335455e-05,0.29616725,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1550.png,Normal,2.0642423805838916e-06,0.6003283,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1551.png,Normal,3.3281823561992496e-05,0.020116972,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1552.png,Normal,0.0003677461645565927,0.08177195,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1553.png,Normal,1.1865478882100433e-05,0.5021857,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1554.png,Normal,0.00011369261483196169,0.08686392,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1555.png,Normal,8.970690032583661e-06,2.0375704e-05,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1556.png,Normal,2.861480061255861e-05,0.028203452,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1557.png,Normal,0.00033068229095079005,0.2260231,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1558.png,Normal,2.4326318452949636e-05,0.0033310007,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1559.png,Normal,3.088559196839924e-06,0.00015164074,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-156.png,Normal,1.2067269381077494e-05,0.39557126,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1560.png,Normal,5.6799650337779894e-05,0.0012333775,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1561.png,Normal,1.8121882021659985e-06,0.96781045,Normal,Tuberculosis
..\TB_Chest_Radiography_Database\Normal\Normal-1562.png,Normal,2.549164037191076e-06,0.6263159,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1563.png,Normal,0.0002704081707634032,0.025822854,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1564.png,Normal,0.00034286556183360517,4.936794e-05,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1565.png,Normal,1.1605708095885348e-05,0.0009880341,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1566.png,Normal,3.182345608365722e-06,0.36111516,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1567.png,Normal,8.800097020866815e-06,0.0008973237,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1568.png,Normal,1.7700444004731253e-05,0.13293047,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1569.png,Normal,3.9565586007483944e-07,0.0013324132,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-157.png,Normal,3.4386193874524906e-05,0.3986956,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1570.png,Normal,0.0004779258742928505,0.0009469659,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1571.png,Normal,5.582236099144211e-06,0.48929948,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1572.png,Normal,4.142599209444597e-06,9.3150185e-05,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1573.png,Normal,8.84445762494579e-06,0.00021249382,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1574.png,Normal,3.716209175763652e-05,0.013118015,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1575.png,Normal,0.00012089172378182411,0.6811974,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1576.png,Normal,3.5518285585567355e-05,0.38964647,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1577.png,Normal,9.377599781146273e-07,0.029116387,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1578.png,Normal,1.7642858438193798e-05,0.03203915,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1579.png,Normal,4.1453749872744083e-05,2.649826e-05,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-158.png,Normal,3.630684659583494e-06,0.6292252,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1580.png,Normal,9.457415217184462e-06,0.79883605,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1581.png,Normal,4.5473294449038804e-05,5.0782244e-05,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1582.png,Normal,1.5405674957946758e-08,0.010092026,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1583.png,Normal,4.567248197417939e-06,0.0016821991,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1584.png,Normal,5.52851543034194e-06,0.4901168,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1585.png,Normal,0.0001049331040121615,0.1379827,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1586.png,Normal,0.0015563048655167222,0.00017652487,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1587.png,Normal,0.0001441510976292193,0.07517735,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1588.png,Normal,0.000187940604519099,0.10861369,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1589.png,Normal,1.6520536519237794e-05,0.5109065,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-159.png,Normal,3.38721747539239e-06,0.9848572,Normal,Tuberculosis
..\TB_Chest_Radiography_Database\Normal\Normal-1590.png,Normal,5.76280290260911e-05,0.2732117,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1591.png,Normal,2.5623774035921087e-06,0.13612187,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1592.png,Normal,3.372228820808232e-05,0.007482842,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1593.png,Normal,0.0013387355720624328,0.0068300697,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1594.png,Normal,7.854763680370525e-06,0.00088096556,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1595.png,Normal,7.651916530448943e-05,0.03993484,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1596.png,Normal,2.0928937374264933e-06,0.09145447,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1597.png,Normal,2.0796996977878734e-05,0.1676706,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1598.png,Normal,8.943556167650968e-06,0.009796052,Normal,Normal
..\TB_Chest_Radiography_Database\Normal\Normal-1599.png,Normal,3.3824596812337404e-06,0.11675586,Normal,Normal
